istat,comune,lng,lat,join_OBJECTID_1,join_objectid,join_tipo_costa,join_descrizion,join_litologia,join_nome,join_id_interve,join_anno_costr,join_annodismis,join_dim_opera,join_dim_opera_,join_spaz_opera,join_dist_riva,join_flag_modif,join_modifica_o,join_lung_modif,join_area_modif,join_variaz_med,join_variaz_max,join_id_sistema,join_incongruen,join_incertezza,join_acc_geomet,join_annotazion,join_cod_istat,join_nome_uf,join_dataacqort,join_oraacqorto,join_data_igm,join_resp_digit,join_shape_leng,join_globalid,join_SHAPE__Length,join_Shape_Length,distance
"76049",Missanello,16.16521106,40.28219989,"2250","2161","1",Bassa,Ciottolosa, ,"0",,"0",0,"0","0","0",Si,Avanzamento,4490.41,249669.89,60.6,"92","0",Nessuna,Nessuna,Non verificato, ,"18078103",Metaponto,1998/05/31 00:00:00, ,"1949",G. Spagone,2587.57902875,{97371A99-0239-48D7-8A21-C0212CE4FC09},,2600.42509566258,42890.7271812501
"76050",Moliterno,15.86875843,40.24206817,"6604","7154","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Avanzamento,655.92,21787.65,38.22,"75","0",Nessuna,Nessuna,Ottima, ,"15065134",Sapri,1998/06/02 00:00:00, ,"1956",G. Spagone,521.2590182,{0FC34148-D085-48CF-8DBB-8095603E2652},,523.295924570159,26863.5201491496
"76051",Montemilone,15.96716118,41.02707434,"34820","34763","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"16071030",Manfredonia,1999/05/15 00:00:00, ,"1957",G. Montrone,509.02300369,{4E451063-96D0-4622-93BA-19975444E029},,511.233614089461,40432.9878223338
"76052",Montemurro,15.99390939,40.29920411,"6604","7154","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Avanzamento,655.92,21787.65,38.22,"75","0",Nessuna,Nessuna,Ottima, ,"15065134",Sapri,1998/06/02 00:00:00, ,"1956",G. Spagone,521.2590182,{0FC34148-D085-48CF-8DBB-8095603E2652},,523.295924570159,39113.264325537
"76053",Muro Lucano,15.48370392,40.75282099,"33703","33751","3",Collegamento sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"15065014",Agropoli,1998/05/13 00:00:00, ,"1956",G. Spagone,9.76765322,{E81DDBD3-A039-4401-BC4C-17469A14BEEB},,9.79755698440608,52871.4131443427
"76054",Nemoli,15.79926643,40.06594249,"234","1467","1",Alta,Rocciosa, ,"0",,"0",0,"0","0","0",Si,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"17076044",Maratea,1998/06/02 00:00:00, ,"1956",V. Proto,3077.38392235,{15808E5F-017D-474F-BA6A-848BA7AB1516},,3089.57781173762,10191.3908882479
"76055",Noepoli,16.32807311,40.08716905,"3890","3945","1",Bassa,Ciottolosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"18078103",Metaponto,1998/05/31 00:00:00, ,"1959",G. Spagone,1270.41671746,{BF14DF59-0FA5-47D9-B4B3-49771DD79E06},,1276.71144609979,22623.6856703086
"76056",Oppido Lucano,15.99007,40.76600381,"34845","34788","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"16072007",Manfredonia,1998/04/21 00:00:00, ,"1957",G. Poggi,108.39503542,{7FC9BFB0-3205-48D8-ABAB-307D3BDA4768},,108.874470416904,65658.2821868463
"76057",Palazzo San Gervasio,15.98079291,40.93060791,"33827","33803","3",Collegamento sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"16072007",Manfredonia,1998/04/21 00:00:00, ,"1957",G. Poggi,16.99005365,{E88EF6E1-8DD6-4E39-B276-2EAE66C67920},,17.0652743456307,49274.9150903073
"76058",Pescopagano,15.39691847,40.83588628,"34680","34715","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"15065014",Agropoli,1998/05/13 00:00:00, ,"1956",G. Spagone,795.07050878,{40DA1958-84B4-4EA0-A81D-1A2B1DAB8C27},,797.500852941952,50422.3187187878
