istat,comune,lng,lat,join_OBJECTID_1,join_objectid,join_tipo_costa,join_descrizion,join_litologia,join_nome,join_id_interve,join_anno_costr,join_annodismis,join_dim_opera,join_dim_opera_,join_spaz_opera,join_dist_riva,join_flag_modif,join_modifica_o,join_lung_modif,join_area_modif,join_variaz_med,join_variaz_max,join_id_sistema,join_incongruen,join_incertezza,join_acc_geomet,join_annotazion,join_cod_istat,join_nome_uf,join_dataacqort,join_oraacqorto,join_data_igm,join_resp_digit,join_shape_leng,join_globalid,join_SHAPE__Length,join_Shape_Length,distance
"82028",Cerda,13.81537105,37.9038606,"7743","7747","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Erosione,14980.55,771901.9,56.53,"140","0",Nessuna,Nessuna,Ottima, ,"19082070",Termini Imerese,1998/04/04 00:00:00, ,"1969",R. Francioso,512.78022406,{4D191130-FF9D-4B0F-AD1B-D329F0F2C608},,513.83194116493,7084.22355302091
"82029",Chiusa Sclafani,13.26987223,37.67706196,"6789","6626","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Erosione,634.2,9394.45,19.81,"28","0",Nessuna,Nessuna,Non verificato, ,"19084041",Porto Empedocle,1998/04/03 00:00:00, ,"1969",R. Francioso,638.41529329,{5FFDDD4D-F22A-481B-BDF5-361A905A6B18},,639.278097306648,21409.194553797
"82030",Ciminna,13.5619533,37.89726194,"10014","9861","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Erosione,748.98,12868.71,22.18,"44","0",Nessuna,Nessuna,Non verificato, ,"19082073",Termini Imerese,1998/04/04 00:00:00, ,"1970",R. Francioso,674.67493245,{90D06C00-5E5E-4D9F-85B3-4106D60D9A5A},,675.926126084071,12659.7067849685
"82031",Cinisi,13.10913663,38.15490295,"16694","16538","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Ottima, ,"19082031",Terrasini,1998/04/03 00:00:00, ,"1970",R. Francioso,445.59643951,{223C5B56-E350-478E-A53B-A8121E0BE7EA},,446.145216301797,1237.65068947426
"82032",Collesano,13.93754507,37.92105542,"35098","35062","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082017",Termini Imerese,1998/04/04 00:00:00, ,"1970",R. Francioso,402.68805468,{9DE2DDB2-E694-4D59-A5FC-A2BBA9D1F632},,403.555689095945,8629.17599622977
"82033",Contessa Entellina,13.18403998,37.72819592,"33993","33937","3",Collegamento sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19084041",Porto Empedocle,1998/04/03 00:00:00, ,"1969",R. Francioso,11.04897156,{A4818FA3-0A14-4807-8FBF-020EA9456380},,11.06329813131,24818.0716767947
"82034",Corleone,13.3015804,37.81204186,"14753","14652","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082053",Ficarazzi,1998/04/03 00:00:00, ,"1970",R. Francioso,1081.63194231,{2EF286D5-DD09-4D67-9B17-B2264F714949},,1083.3660612174,32275.0429838967
"82035",Ficarazzi,13.46320747,38.08835152,"5874","5793","1",Bassa,Rocciosa, ,"0",,"0",0,"0","0","0",Si,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082035",Ficarazzi,1998/04/03 00:00:00, ,"1970",R. Francioso,94.33426249,{347559B9-989D-417A-BABD-CD4C947B3880},,94.4907411210423,0
"82036",Gangi,14.20524912,37.7981533,"35106","35070","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082065",S.Stefano di Camastra,1999/05/13 00:00:00, ,"1968",G. Poggi,1415.15861904,{EF6A6CBD-BD35-4B99-B2E7-D82A49C154B9},,1418.6747127191,22460.403329673
"82037",Geraci Siculo,14.15415104,37.85898758,"35105","35069","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082059",S.Stefano di Camastra,1999/05/13 00:00:00, ,"1968",G. Poggi,1425.66211022,{128B4E46-6FC3-45F2-8859-012224DC11E5},,1429.20257263505,15675.7983238954
